locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLPHMJOH_00001	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PLPHMJOH_00002	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
PLPHMJOH_00003	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
PLPHMJOH_00004	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
PLPHMJOH_00005	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
PLPHMJOH_00006	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
PLPHMJOH_00007	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
PLPHMJOH_00008	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
PLPHMJOH_00009	CDS	708				hypothetical protein
PLPHMJOH_00010	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
PLPHMJOH_00011	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
PLPHMJOH_00012	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
PLPHMJOH_00013	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
PLPHMJOH_00014	CDS	318				hypothetical protein
PLPHMJOH_00015	CDS	447	rplM			50S ribosomal protein L13
PLPHMJOH_00016	CDS	393	rpsI		COG0103	30S ribosomal protein S9
PLPHMJOH_00017	CDS	423	xerC_1			Tyrosine recombinase XerC
PLPHMJOH_00018	CDS	177				hypothetical protein
PLPHMJOH_00019	CDS	126				hypothetical protein
PLPHMJOH_00020	CDS	2214				hypothetical protein
PLPHMJOH_00021	CDS	477	bsaA			Glutathione peroxidase BsaA
PLPHMJOH_00022	CDS	3204		4.2.2.1		Hyaluronate lyase
PLPHMJOH_00023	CDS	216				IS200/IS605 family transposase ISStin10
PLPHMJOH_00024	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
PLPHMJOH_00025	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
PLPHMJOH_00026	CDS	642				hypothetical protein
PLPHMJOH_00027	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
PLPHMJOH_00028	CDS	435				hypothetical protein
PLPHMJOH_00029	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
PLPHMJOH_00030	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
PLPHMJOH_00031	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
PLPHMJOH_00032	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
PLPHMJOH_00033	CDS	294				hypothetical protein
PLPHMJOH_00034	CDS	1902				hypothetical protein
PLPHMJOH_00035	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
PLPHMJOH_00036	CDS	336				hypothetical protein
PLPHMJOH_00037	CDS	243				hypothetical protein
PLPHMJOH_00038	CDS	294				hypothetical protein
PLPHMJOH_00039	CDS	195				hypothetical protein
PLPHMJOH_00040	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
PLPHMJOH_00041	CDS	318	ftsL			Cell division protein FtsL
PLPHMJOH_00042	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
PLPHMJOH_00043	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PLPHMJOH_00044	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
PLPHMJOH_00045	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
PLPHMJOH_00046	CDS	1485				hypothetical protein
PLPHMJOH_00047	CDS	1611	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
PLPHMJOH_00048	CDS	1410				ISNCY family transposase IS1202
PLPHMJOH_00049	CDS	1446	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
PLPHMJOH_00050	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
PLPHMJOH_00051	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
PLPHMJOH_00052	CDS	690	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
PLPHMJOH_00053	CDS	1362				hypothetical protein
PLPHMJOH_00054	CDS	450				hypothetical protein
PLPHMJOH_00055	CDS	480				hypothetical protein
PLPHMJOH_00056	CDS	1098	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
PLPHMJOH_00057	CDS	654				hypothetical protein
PLPHMJOH_00058	CDS	723				hypothetical protein
PLPHMJOH_00059	CDS	1173				hypothetical protein
PLPHMJOH_00060	CDS	501	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PLPHMJOH_00061	CDS	1188				hypothetical protein
PLPHMJOH_00062	CDS	1452				hypothetical protein
PLPHMJOH_00063	CDS	393	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
PLPHMJOH_00064	CDS	1029				hypothetical protein
PLPHMJOH_00065	CDS	1983	sarA_1		COG4166	Oligopeptide-binding protein SarA
PLPHMJOH_00066	CDS	5304		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
PLPHMJOH_00067	CDS	2160	ponA		COG0744	Penicillin-binding protein 1A
PLPHMJOH_00068	CDS	597	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
PLPHMJOH_00069	CDS	528				hypothetical protein
PLPHMJOH_00070	CDS	330	gpsB		COG3599	Cell cycle protein GpsB
PLPHMJOH_00071	CDS	1158	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
PLPHMJOH_00072	CDS	1395	mapZ			Mid-cell-anchored protein Z
PLPHMJOH_00073	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
PLPHMJOH_00074	CDS	690	arlR_1		COG0745	Response regulator ArlR
