locus_tag	ftype	length_bp	gene	EC_number	COG	product
GPGCMGAD_00001	CDS	414	rpsL		COG0048	30S ribosomal protein S12
GPGCMGAD_00002	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GPGCMGAD_00003	CDS	2082	fus			Elongation factor G
GPGCMGAD_00004	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
GPGCMGAD_00005	CDS	264				hypothetical protein
GPGCMGAD_00006	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
GPGCMGAD_00007	CDS	153				hypothetical protein
GPGCMGAD_00008	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
GPGCMGAD_00009	CDS	231				hypothetical protein
GPGCMGAD_00010	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
GPGCMGAD_00011	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
GPGCMGAD_00012	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
GPGCMGAD_00013	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
GPGCMGAD_00014	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
GPGCMGAD_00015	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
GPGCMGAD_00016	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
GPGCMGAD_00017	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
GPGCMGAD_00018	CDS	708				hypothetical protein
GPGCMGAD_00019	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
GPGCMGAD_00020	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
GPGCMGAD_00021	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GPGCMGAD_00022	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
GPGCMGAD_00023	CDS	318				hypothetical protein
GPGCMGAD_00024	CDS	447	rplM			50S ribosomal protein L13
GPGCMGAD_00025	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GPGCMGAD_00026	CDS	1155	xerC_1			Tyrosine recombinase XerC
GPGCMGAD_00027	CDS	519				hypothetical protein
GPGCMGAD_00028	CDS	282				hypothetical protein
GPGCMGAD_00029	CDS	840				hypothetical protein
GPGCMGAD_00030	CDS	360				hypothetical protein
GPGCMGAD_00031	CDS	333				hypothetical protein
GPGCMGAD_00032	CDS	195				hypothetical protein
GPGCMGAD_00033	CDS	306				hypothetical protein
GPGCMGAD_00034	CDS	669	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GPGCMGAD_00035	CDS	315	trxA_1		COG0526	Thioredoxin
GPGCMGAD_00036	CDS	921	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
GPGCMGAD_00037	CDS	270				hypothetical protein
GPGCMGAD_00038	CDS	180	rpsZ			30S ribosomal protein S14 type Z
GPGCMGAD_00039	CDS	651				hypothetical protein
GPGCMGAD_00040	CDS	177				hypothetical protein
GPGCMGAD_00041	CDS	564				hypothetical protein
GPGCMGAD_00042	CDS	246				IS256 family transposase IS905
GPGCMGAD_00043	CDS	1467				hypothetical protein
GPGCMGAD_00044	CDS	1071				hypothetical protein
GPGCMGAD_00045	CDS	339				hypothetical protein
GPGCMGAD_00046	CDS	1437	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
GPGCMGAD_00047	CDS	240			COG4095	Sugar transporter SemiSWEET
GPGCMGAD_00048	CDS	315				hypothetical protein
GPGCMGAD_00049	CDS	1974	licR_1		COG1762	putative licABCH operon regulator
GPGCMGAD_00050	CDS	315	lacF_1		COG1447	PTS system lactose-specific EIIA component
GPGCMGAD_00051	CDS	507				hypothetical protein
GPGCMGAD_00052	CDS	1347	licC_1		COG1455	Lichenan permease IIC component
GPGCMGAD_00053	CDS	177				hypothetical protein
GPGCMGAD_00054	CDS	126				hypothetical protein
GPGCMGAD_00055	CDS	2214				hypothetical protein
GPGCMGAD_00056	CDS	477	bsaA			Glutathione peroxidase BsaA
GPGCMGAD_00057	CDS	3204		4.2.2.1		Hyaluronate lyase
GPGCMGAD_00058	CDS	216				IS200/IS605 family transposase ISStin10
GPGCMGAD_00059	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
GPGCMGAD_00060	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
GPGCMGAD_00061	CDS	642				hypothetical protein
GPGCMGAD_00062	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GPGCMGAD_00063	CDS	435				hypothetical protein
GPGCMGAD_00064	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
GPGCMGAD_00065	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GPGCMGAD_00066	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
GPGCMGAD_00067	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
GPGCMGAD_00068	CDS	294				hypothetical protein
GPGCMGAD_00069	CDS	1902				hypothetical protein
GPGCMGAD_00070	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
GPGCMGAD_00071	CDS	336				hypothetical protein
GPGCMGAD_00072	CDS	243				hypothetical protein
GPGCMGAD_00073	CDS	543				hypothetical protein
GPGCMGAD_00074	CDS	195				hypothetical protein
GPGCMGAD_00075	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
GPGCMGAD_00076	CDS	318	ftsL			Cell division protein FtsL
GPGCMGAD_00077	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
GPGCMGAD_00078	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GPGCMGAD_00079	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
