locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJDLPDIJ_00001	CDS	255	lafA			Bacteriocin lactacin-F subunit LafA
JJDLPDIJ_00002	CDS	204				hypothetical protein
JJDLPDIJ_00003	CDS	138				hypothetical protein
JJDLPDIJ_00004	CDS	384				hypothetical protein
JJDLPDIJ_00005	CDS	690				hypothetical protein
JJDLPDIJ_00006	CDS	234				hypothetical protein
JJDLPDIJ_00007	CDS	612				hypothetical protein
JJDLPDIJ_00008	CDS	795				hypothetical protein
JJDLPDIJ_00009	CDS	636	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
JJDLPDIJ_00010	CDS	480	rimP		COG0779	Ribosome maturation factor RimP
JJDLPDIJ_00011	CDS	1125	nusA		COG0195	Transcription termination/antitermination protein NusA
JJDLPDIJ_00012	CDS	294				hypothetical protein
JJDLPDIJ_00013	CDS	300	rplGA		COG1358	putative ribosomal protein YlxQ
JJDLPDIJ_00014	CDS	2793	infB			Translation initiation factor IF-2
JJDLPDIJ_00015	CDS	351	rbfA			Ribosome-binding factor A
JJDLPDIJ_00016	CDS	507				hypothetical protein
JJDLPDIJ_00017	CDS	294				hypothetical protein
JJDLPDIJ_00018	CDS	183				hypothetical protein
JJDLPDIJ_00019	CDS	141				hypothetical protein
JJDLPDIJ_00020	CDS	234				hypothetical protein
JJDLPDIJ_00021	CDS	1335				hypothetical protein
JJDLPDIJ_00022	CDS	255				hypothetical protein
JJDLPDIJ_00023	CDS	396				hypothetical protein
JJDLPDIJ_00024	CDS	561				hypothetical protein
JJDLPDIJ_00025	CDS	579				hypothetical protein
JJDLPDIJ_00026	CDS	1242				hypothetical protein
JJDLPDIJ_00027	CDS	1002				hypothetical protein
JJDLPDIJ_00028	CDS	2652	valS	6.1.1.9		Valine--tRNA ligase
JJDLPDIJ_00029	CDS	1467	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
JJDLPDIJ_00030	CDS	2226	mutL_1			DNA mismatch repair protein MutL
JJDLPDIJ_00031	CDS	627				hypothetical protein
JJDLPDIJ_00032	CDS	636				hypothetical protein
JJDLPDIJ_00033	CDS	1221				hypothetical protein
