locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAIKANFM_00001	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
GAIKANFM_00002	CDS	627	rplC		COG0087	50S ribosomal protein L3
GAIKANFM_00003	CDS	624	rplD		COG0088	50S ribosomal protein L4
GAIKANFM_00004	CDS	297	rplW			50S ribosomal protein L23
GAIKANFM_00005	CDS	834	rplB		COG0090	50S ribosomal protein L2
GAIKANFM_00006	CDS	282	rpsS		COG0185	30S ribosomal protein S19
GAIKANFM_00007	CDS	345	rplV		COG0091	50S ribosomal protein L22
GAIKANFM_00008	CDS	654	rpsC		COG0092	30S ribosomal protein S3
GAIKANFM_00009	CDS	414	rplP		COG0197	50S ribosomal protein L16
GAIKANFM_00010	CDS	207	rpmC		COG0255	50S ribosomal protein L29
GAIKANFM_00011	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
GAIKANFM_00012	CDS	369	rplN		COG0093	50S ribosomal protein L14
GAIKANFM_00013	CDS	306	rplX		COG0198	50S ribosomal protein L24
GAIKANFM_00014	CDS	543	rplE		COG0094	50S ribosomal protein L5
GAIKANFM_00015	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
GAIKANFM_00016	CDS	399	rpsH			30S ribosomal protein S8
GAIKANFM_00017	CDS	537	rplF		COG0097	50S ribosomal protein L6
GAIKANFM_00018	CDS	357	rplR		COG0256	50S ribosomal protein L18
GAIKANFM_00019	CDS	495	rpsE			30S ribosomal protein S5
GAIKANFM_00020	CDS	183	rpmD		COG1841	50S ribosomal protein L30
GAIKANFM_00021	CDS	441	rplO			50S ribosomal protein L15
GAIKANFM_00022	CDS	1311	secY			Protein translocase subunit SecY
GAIKANFM_00023	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
GAIKANFM_00024	CDS	219	infA		COG0361	Translation initiation factor IF-1
GAIKANFM_00025	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
GAIKANFM_00026	CDS	366	rpsM		COG0099	30S ribosomal protein S13
GAIKANFM_00027	CDS	384	rpsK			30S ribosomal protein S11
GAIKANFM_00028	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GAIKANFM_00029	CDS	387	rplQ		COG0203	50S ribosomal protein L17
GAIKANFM_00030	CDS	267				hypothetical protein
GAIKANFM_00031	CDS	1338				hypothetical protein
GAIKANFM_00032	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GAIKANFM_00033	CDS	1023				hypothetical protein
GAIKANFM_00034	CDS	369				hypothetical protein
GAIKANFM_00035	CDS	951	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
GAIKANFM_00036	CDS	1017			COG1840	putative protein
GAIKANFM_00037	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
GAIKANFM_00038	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
GAIKANFM_00039	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
GAIKANFM_00040	CDS	321	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
GAIKANFM_00041	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
GAIKANFM_00042	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
GAIKANFM_00043	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
GAIKANFM_00044	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
GAIKANFM_00045	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
GAIKANFM_00046	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
GAIKANFM_00047	CDS	696				hypothetical protein
GAIKANFM_00048	CDS	417				hypothetical protein
GAIKANFM_00049	CDS	975	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GAIKANFM_00050	CDS	108				hypothetical protein
GAIKANFM_00051	CDS	426				hypothetical protein
GAIKANFM_00052	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
GAIKANFM_00053	CDS	804				hypothetical protein
GAIKANFM_00054	CDS	1260		3.4.24.-		Putative zinc metalloprotease
GAIKANFM_00055	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
GAIKANFM_00056	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
GAIKANFM_00057	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GAIKANFM_00058	CDS	1050	limB	1.14.13.107		Limonene 1,2-monooxygenase
GAIKANFM_00059	CDS	3843	glgX_1	3.2.1.196		Glycogen debranching enzyme
GAIKANFM_00060	CDS	414	rpsL		COG0048	30S ribosomal protein S12
GAIKANFM_00061	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GAIKANFM_00062	CDS	2082	fus			Elongation factor G
GAIKANFM_00063	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
GAIKANFM_00064	CDS	264				hypothetical protein
GAIKANFM_00065	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
GAIKANFM_00066	CDS	153				hypothetical protein
GAIKANFM_00067	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
GAIKANFM_00068	CDS	231				hypothetical protein
GAIKANFM_00069	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
GAIKANFM_00070	CDS	1335	pepC	3.4.22.40	COG3579	Aminopeptidase C
GAIKANFM_00071	CDS	912	manZ_1		COG3716	PTS system mannose-specific EIID component
GAIKANFM_00072	CDS	804	sorA		COG3715	PTS system sorbose-specific EIIC component
GAIKANFM_00073	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
GAIKANFM_00074	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
GAIKANFM_00075	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
GAIKANFM_00076	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
GAIKANFM_00077	CDS	708				hypothetical protein
GAIKANFM_00078	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
GAIKANFM_00079	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
GAIKANFM_00080	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GAIKANFM_00081	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
GAIKANFM_00082	CDS	318				hypothetical protein
GAIKANFM_00083	CDS	447	rplM			50S ribosomal protein L13
GAIKANFM_00084	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GAIKANFM_00085	CDS	423	xerC_1			Tyrosine recombinase XerC
GAIKANFM_00086	CDS	177				hypothetical protein
GAIKANFM_00087	CDS	126				hypothetical protein
GAIKANFM_00088	CDS	2214				hypothetical protein
GAIKANFM_00089	CDS	477	bsaA			Glutathione peroxidase BsaA
GAIKANFM_00090	CDS	3204		4.2.2.1		Hyaluronate lyase
GAIKANFM_00091	CDS	216				IS200/IS605 family transposase ISStin10
GAIKANFM_00092	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
GAIKANFM_00093	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
GAIKANFM_00094	CDS	642				hypothetical protein
GAIKANFM_00095	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GAIKANFM_00096	CDS	435				hypothetical protein
GAIKANFM_00097	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
GAIKANFM_00098	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GAIKANFM_00099	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
GAIKANFM_00100	CDS	819	manZ_2		COG3716	PTS system mannose-specific EIID component
GAIKANFM_00101	CDS	294				hypothetical protein
GAIKANFM_00102	CDS	1902				hypothetical protein
GAIKANFM_00103	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
GAIKANFM_00104	CDS	336				hypothetical protein
GAIKANFM_00105	CDS	243				hypothetical protein
GAIKANFM_00106	CDS	294				hypothetical protein
GAIKANFM_00107	CDS	195				hypothetical protein
GAIKANFM_00108	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
GAIKANFM_00109	CDS	318	ftsL			Cell division protein FtsL
GAIKANFM_00110	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
GAIKANFM_00111	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GAIKANFM_00112	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
GAIKANFM_00113	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
GAIKANFM_00114	CDS	1485				hypothetical protein
GAIKANFM_00115	CDS	1611	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
GAIKANFM_00116	CDS	1410				ISNCY family transposase IS1202
GAIKANFM_00117	CDS	1446	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GAIKANFM_00118	CDS	732	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
GAIKANFM_00119	CDS	693	ywqC		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
GAIKANFM_00120	CDS	690	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
GAIKANFM_00121	CDS	1362				hypothetical protein
GAIKANFM_00122	CDS	450				hypothetical protein
GAIKANFM_00123	CDS	480				hypothetical protein
GAIKANFM_00124	CDS	1098	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
GAIKANFM_00125	CDS	654				hypothetical protein
GAIKANFM_00126	CDS	723				hypothetical protein
GAIKANFM_00127	CDS	1173				hypothetical protein
GAIKANFM_00128	CDS	501	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GAIKANFM_00129	CDS	1188				hypothetical protein
GAIKANFM_00130	CDS	1452				hypothetical protein
GAIKANFM_00131	CDS	393	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
GAIKANFM_00132	CDS	1029				hypothetical protein
GAIKANFM_00133	CDS	1983	sarA_1		COG4166	Oligopeptide-binding protein SarA
GAIKANFM_00134	CDS	5304		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
