locus_tag	ftype	length_bp	gene	EC_number	COG	product
MKILLILO_00001	CDS	231				hypothetical protein
MKILLILO_00002	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
MKILLILO_00003	CDS	153				hypothetical protein
MKILLILO_00004	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
MKILLILO_00005	CDS	264				hypothetical protein
MKILLILO_00006	CDS	4392	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
MKILLILO_00007	CDS	2082	fus			Elongation factor G
MKILLILO_00008	CDS	471	rpsG		COG0049	30S ribosomal protein S7
MKILLILO_00009	CDS	414	rpsL		COG0048	30S ribosomal protein S12
MKILLILO_00010	CDS	3864	glgX_1	3.2.1.196		Glycogen debranching enzyme
MKILLILO_00011	CDS	1050	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
MKILLILO_00012	CDS	1809	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MKILLILO_00013	CDS	1380	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MKILLILO_00014	CDS	1854	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MKILLILO_00015	CDS	1260		3.4.24.-		Putative zinc metalloprotease
MKILLILO_00016	CDS	804				hypothetical protein
MKILLILO_00017	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
MKILLILO_00018	CDS	573				hypothetical protein
MKILLILO_00019	CDS	999	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MKILLILO_00020	CDS	417				hypothetical protein
MKILLILO_00021	CDS	696				hypothetical protein
MKILLILO_00022	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
MKILLILO_00023	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
MKILLILO_00024	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
MKILLILO_00025	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
MKILLILO_00026	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
MKILLILO_00027	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
MKILLILO_00028	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
MKILLILO_00029	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
MKILLILO_00030	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
MKILLILO_00031	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
MKILLILO_00032	CDS	609			COG1840	putative protein
MKILLILO_00033	CDS	450				hypothetical protein
MKILLILO_00034	CDS	801	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
MKILLILO_00035	CDS	306				hypothetical protein
MKILLILO_00036	CDS	300				hypothetical protein
MKILLILO_00037	CDS	993				hypothetical protein
MKILLILO_00038	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MKILLILO_00039	CDS	1338				hypothetical protein
MKILLILO_00040	CDS	267				hypothetical protein
MKILLILO_00041	CDS	387	rplQ		COG0203	50S ribosomal protein L17
MKILLILO_00042	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MKILLILO_00043	CDS	384	rpsK			30S ribosomal protein S11
MKILLILO_00044	CDS	366	rpsM		COG0099	30S ribosomal protein S13
MKILLILO_00045	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
MKILLILO_00046	CDS	219	infA		COG0361	Translation initiation factor IF-1
MKILLILO_00047	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
MKILLILO_00048	CDS	1311	secY_1			Protein translocase subunit SecY
MKILLILO_00049	CDS	441	rplO			50S ribosomal protein L15
MKILLILO_00050	CDS	183	rpmD		COG1841	50S ribosomal protein L30
MKILLILO_00051	CDS	495	rpsE			30S ribosomal protein S5
MKILLILO_00052	CDS	357	rplR		COG0256	50S ribosomal protein L18
MKILLILO_00053	CDS	537	rplF		COG0097	50S ribosomal protein L6
MKILLILO_00054	CDS	399	rpsH			30S ribosomal protein S8
MKILLILO_00055	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
MKILLILO_00056	CDS	543	rplE		COG0094	50S ribosomal protein L5
MKILLILO_00057	CDS	306	rplX		COG0198	50S ribosomal protein L24
MKILLILO_00058	CDS	369	rplN		COG0093	50S ribosomal protein L14
MKILLILO_00059	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
MKILLILO_00060	CDS	207	rpmC		COG0255	50S ribosomal protein L29
MKILLILO_00061	CDS	414	rplP		COG0197	50S ribosomal protein L16
MKILLILO_00062	CDS	654	rpsC		COG0092	30S ribosomal protein S3
MKILLILO_00063	CDS	345	rplV		COG0091	50S ribosomal protein L22
MKILLILO_00064	CDS	282	rpsS		COG0185	30S ribosomal protein S19
MKILLILO_00065	CDS	834	rplB		COG0090	50S ribosomal protein L2
MKILLILO_00066	CDS	297	rplW			50S ribosomal protein L23
MKILLILO_00067	CDS	624	rplD		COG0088	50S ribosomal protein L4
MKILLILO_00068	CDS	627	rplC		COG0087	50S ribosomal protein L3
MKILLILO_00069	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
MKILLILO_00070	CDS	618	udk_1	2.7.1.48		Uridine kinase
MKILLILO_00071	CDS	591				hypothetical protein
MKILLILO_00072	CDS	507				hypothetical protein
MKILLILO_00073	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MKILLILO_00074	CDS	1539				hypothetical protein
MKILLILO_00075	CDS	144				hypothetical protein
MKILLILO_00076	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
MKILLILO_00077	CDS	471				hypothetical protein
MKILLILO_00078	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
MKILLILO_00079	CDS	306				hypothetical protein
MKILLILO_00080	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MKILLILO_00081	CDS	267				hypothetical protein
MKILLILO_00082	CDS	570				hypothetical protein
MKILLILO_00083	CDS	399	spxA_1		COG1393	Regulatory protein Spx
MKILLILO_00084	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
MKILLILO_00085	CDS	2832	uvrA			UvrABC system protein A
MKILLILO_00086	CDS	945				hypothetical protein
MKILLILO_00087	CDS	684				hypothetical protein
MKILLILO_00088	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
MKILLILO_00089	CDS	678				hypothetical protein
MKILLILO_00090	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MKILLILO_00091	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MKILLILO_00092	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
MKILLILO_00093	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
MKILLILO_00094	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
