locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGPCFLEH_00001	CDS	636				hypothetical protein
FGPCFLEH_00002	CDS	255				hypothetical protein
FGPCFLEH_00003	CDS	1842	typA		COG1217	GTP-binding protein TypA/BipA
FGPCFLEH_00004	CDS	726	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
FGPCFLEH_00005	CDS	228				hypothetical protein
FGPCFLEH_00006	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FGPCFLEH_00007	CDS	270				hypothetical protein
FGPCFLEH_00008	CDS	969	hdfR			HTH-type transcriptional regulator HdfR
FGPCFLEH_00009	CDS	756		1.-.-.-		putative oxidoreductase
FGPCFLEH_00010	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
FGPCFLEH_00011	CDS	624				hypothetical protein
FGPCFLEH_00012	CDS	1239	hflX		COG2262	GTPase HflX
FGPCFLEH_00013	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
FGPCFLEH_00014	CDS	171				hypothetical protein
FGPCFLEH_00015	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
FGPCFLEH_00016	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
FGPCFLEH_00017	CDS	927				hypothetical protein
FGPCFLEH_00018	CDS	618	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FGPCFLEH_00019	CDS	1722	menF	5.4.4.2		Isochorismate synthase MenF
FGPCFLEH_00020	CDS	5646				hypothetical protein
FGPCFLEH_00021	CDS	564				hypothetical protein
FGPCFLEH_00022	CDS	1692				hypothetical protein
FGPCFLEH_00023	CDS	738			COG4753	putative response regulatory protein
FGPCFLEH_00024	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
FGPCFLEH_00025	CDS	567	resA_1			Thiol-disulfide oxidoreductase ResA
FGPCFLEH_00026	CDS	711	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
FGPCFLEH_00027	CDS	861				hypothetical protein
FGPCFLEH_00028	CDS	2055				hypothetical protein
FGPCFLEH_00029	CDS	255				hypothetical protein
FGPCFLEH_00030	CDS	558				hypothetical protein
FGPCFLEH_00031	CDS	447				hypothetical protein
FGPCFLEH_00032	CDS	531				hypothetical protein
FGPCFLEH_00033	CDS	360				hypothetical protein
FGPCFLEH_00034	CDS	246				hypothetical protein
FGPCFLEH_00035	CDS	426				hypothetical protein
FGPCFLEH_00036	CDS	6702	lacZ	3.2.1.23		Beta-galactosidase
FGPCFLEH_00037	CDS	192				hypothetical protein
FGPCFLEH_00038	CDS	1476	gatC_1		COG3775	PTS system galactitol-specific EIIC component
FGPCFLEH_00039	CDS	306				hypothetical protein
FGPCFLEH_00040	CDS	477				hypothetical protein
FGPCFLEH_00041	CDS	6417				hypothetical protein
FGPCFLEH_00042	CDS	246				hypothetical protein
FGPCFLEH_00043	CDS	786				hypothetical protein
FGPCFLEH_00044	CDS	819				hypothetical protein
FGPCFLEH_00045	CDS	993	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGPCFLEH_00046	CDS	261				hypothetical protein
FGPCFLEH_00047	CDS	363				hypothetical protein
FGPCFLEH_00048	CDS	690	rplA			50S ribosomal protein L1
FGPCFLEH_00049	CDS	426	rplK			50S ribosomal protein L11
FGPCFLEH_00050	CDS	717	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
FGPCFLEH_00051	CDS	462				hypothetical protein
FGPCFLEH_00052	CDS	1038	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
FGPCFLEH_00053	CDS	1326	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
FGPCFLEH_00054	CDS	153				hypothetical protein
FGPCFLEH_00055	CDS	579				hypothetical protein
