locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCBGIAPD_00001	CDS	2106	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
MCBGIAPD_00002	CDS	90				hypothetical protein
MCBGIAPD_00003	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MCBGIAPD_00004	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
MCBGIAPD_00005	CDS	318	ftsL			Cell division protein FtsL
MCBGIAPD_00006	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MCBGIAPD_00007	CDS	195				hypothetical protein
MCBGIAPD_00008	CDS	243				hypothetical protein
MCBGIAPD_00009	CDS	336				hypothetical protein
MCBGIAPD_00010	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
MCBGIAPD_00011	CDS	1902				hypothetical protein
MCBGIAPD_00012	CDS	294				hypothetical protein
MCBGIAPD_00013	CDS	819	manZ_1		COG3716	PTS system mannose-specific EIID component
MCBGIAPD_00014	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
MCBGIAPD_00015	CDS	492	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
MCBGIAPD_00016	CDS	1191	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
MCBGIAPD_00017	CDS	435				hypothetical protein
MCBGIAPD_00018	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MCBGIAPD_00019	CDS	642				hypothetical protein
MCBGIAPD_00020	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
MCBGIAPD_00021	CDS	630	kdgA		COG0800	KHG/KDPG aldolase
MCBGIAPD_00022	CDS	216				IS200/IS605 family transposase ISStin10
MCBGIAPD_00023	CDS	3204		4.2.2.1		Hyaluronate lyase
MCBGIAPD_00024	CDS	477	bsaA			Glutathione peroxidase BsaA
MCBGIAPD_00025	CDS	2214				hypothetical protein
MCBGIAPD_00026	CDS	126				hypothetical protein
MCBGIAPD_00027	CDS	177				hypothetical protein
MCBGIAPD_00028	CDS	423	xerC_1			Tyrosine recombinase XerC
MCBGIAPD_00029	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MCBGIAPD_00030	CDS	447	rplM			50S ribosomal protein L13
MCBGIAPD_00031	CDS	318				hypothetical protein
MCBGIAPD_00032	CDS	813	sulD		COG0801	Bifunctional folate synthesis protein
MCBGIAPD_00033	CDS	555	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MCBGIAPD_00034	CDS	1323	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
MCBGIAPD_00035	CDS	945	sulA	2.5.1.15	COG0294	Dihydropteroate synthase
MCBGIAPD_00036	CDS	708				hypothetical protein
MCBGIAPD_00037	CDS	1419	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
MCBGIAPD_00038	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
MCBGIAPD_00039	CDS	1020	adhA	1.1.1.1		Alcohol dehydrogenase 1
MCBGIAPD_00040	CDS	990	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
