locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLEIDEKG_00001	CDS	612	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
NLEIDEKG_00002	CDS	609				hypothetical protein
NLEIDEKG_00003	CDS	840				IS3 family transposase ISSpn4
NLEIDEKG_00004	CDS	537				hypothetical protein
NLEIDEKG_00005	CDS	138				hypothetical protein
NLEIDEKG_00006	CDS	1320				hypothetical protein
NLEIDEKG_00007	CDS	741	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
NLEIDEKG_00008	CDS	621	msbA_1	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
NLEIDEKG_00009	CDS	1404	ramC	2.7.-.-	COG0515	putative SapB synthase
NLEIDEKG_00010	CDS	138				hypothetical protein
NLEIDEKG_00011	CDS	588				hypothetical protein
NLEIDEKG_00012	CDS	234				hypothetical protein
NLEIDEKG_00013	CDS	381				hypothetical protein
NLEIDEKG_00014	CDS	324				hypothetical protein
NLEIDEKG_00015	CDS	255				hypothetical protein
NLEIDEKG_00016	CDS	174				hypothetical protein
NLEIDEKG_00017	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
NLEIDEKG_00018	CDS	501	rplJ			50S ribosomal protein L10
NLEIDEKG_00019	CDS	1467	dadD	3.5.4.31		5'-deoxyadenosine deaminase
NLEIDEKG_00020	CDS	1749		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
NLEIDEKG_00021	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
NLEIDEKG_00022	CDS	939	msrAB1		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB 1
NLEIDEKG_00023	CDS	870	thrB	2.7.1.39	COG0083	Homoserine kinase
NLEIDEKG_00024	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
NLEIDEKG_00025	CDS	738	mecA		COG4862	Adapter protein MecA
NLEIDEKG_00026	CDS	1035				hypothetical protein
NLEIDEKG_00027	CDS	1434				hypothetical protein
NLEIDEKG_00028	CDS	987	glyG_1			Glycosyltransferase GlyG
NLEIDEKG_00029	CDS	1104	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
NLEIDEKG_00030	CDS	837				hypothetical protein
NLEIDEKG_00031	CDS	1275	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
NLEIDEKG_00032	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
NLEIDEKG_00033	CDS	477	aroL	2.7.1.71		Shikimate kinase 2
NLEIDEKG_00034	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
NLEIDEKG_00035	CDS	339				hypothetical protein
NLEIDEKG_00036	CDS	1104				hypothetical protein
NLEIDEKG_00037	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
NLEIDEKG_00038	CDS	1068	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
NLEIDEKG_00039	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NLEIDEKG_00040	CDS	678	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
NLEIDEKG_00041	CDS	1164	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NLEIDEKG_00042	CDS	1635				hypothetical protein
NLEIDEKG_00043	CDS	750	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
NLEIDEKG_00044	CDS	1455	amyS	3.2.1.1		Alpha-amylase
NLEIDEKG_00045	CDS	2619	alaS	6.1.1.7		Alanine--tRNA ligase
NLEIDEKG_00046	CDS	486				hypothetical protein
NLEIDEKG_00047	CDS	1071	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NLEIDEKG_00048	CDS	774	ydcV			Inner membrane ABC transporter permease protein YdcV
NLEIDEKG_00049	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NLEIDEKG_00050	CDS	1158	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
NLEIDEKG_00051	CDS	906	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
NLEIDEKG_00052	CDS	753				hypothetical protein
NLEIDEKG_00053	CDS	672	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
NLEIDEKG_00054	CDS	1272	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
NLEIDEKG_00055	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
