locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPMLECDI_00001	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
DPMLECDI_00002	CDS	942				hypothetical protein
DPMLECDI_00003	CDS	987	malR		COG1609	HTH-type transcriptional regulator MalR
DPMLECDI_00004	CDS	801				hypothetical protein
DPMLECDI_00005	CDS	843	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
DPMLECDI_00006	CDS	1293				hypothetical protein
DPMLECDI_00007	CDS	1272	malX		COG2182	Maltose/maltodextrin-binding protein
DPMLECDI_00008	CDS	1518	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
DPMLECDI_00009	CDS	2259	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
DPMLECDI_00010	CDS	147				hypothetical protein
DPMLECDI_00011	CDS	573				hypothetical protein
DPMLECDI_00012	CDS	438				hypothetical protein
DPMLECDI_00013	CDS	849	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
DPMLECDI_00014	CDS	279				hypothetical protein
DPMLECDI_00015	CDS	2064	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
DPMLECDI_00016	CDS	1257	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DPMLECDI_00017	CDS	2466	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
DPMLECDI_00018	CDS	912	yicL_1		COG0697	putative inner membrane transporter YicL
DPMLECDI_00019	CDS	699	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
DPMLECDI_00020	CDS	1131	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
DPMLECDI_00021	CDS	540	yqgN		COG0212	putative protein YqgN
DPMLECDI_00022	CDS	678	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
DPMLECDI_00023	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
DPMLECDI_00024	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DPMLECDI_00025	CDS	345				hypothetical protein
DPMLECDI_00026	CDS	426				IS1380 family transposase ISSpn5
DPMLECDI_00027	CDS	651	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
DPMLECDI_00028	CDS	753	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DPMLECDI_00029	CDS	816				hypothetical protein
DPMLECDI_00030	CDS	864				hypothetical protein
DPMLECDI_00031	CDS	876	pstS2		COG0226	Phosphate-binding protein PstS 2
DPMLECDI_00032	CDS	1332	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DPMLECDI_00033	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DPMLECDI_00034	CDS	303				hypothetical protein
DPMLECDI_00035	CDS	465			COG3039	IS5 family transposase IS1381
DPMLECDI_00036	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
DPMLECDI_00037	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
DPMLECDI_00038	CDS	966	degA		COG1609	HTH-type transcriptional regulator DegA
DPMLECDI_00039	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
DPMLECDI_00040	CDS	198				hypothetical protein
DPMLECDI_00041	CDS	1884				hypothetical protein
DPMLECDI_00042	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
DPMLECDI_00043	CDS	618				hypothetical protein
DPMLECDI_00044	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
DPMLECDI_00045	CDS	1200	yhaP		COG1668	putative protein YhaP
DPMLECDI_00046	CDS	768				hypothetical protein
DPMLECDI_00047	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
DPMLECDI_00048	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
DPMLECDI_00049	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
DPMLECDI_00050	CDS	1170				hypothetical protein
DPMLECDI_00051	CDS	897	dnaI		COG1484	Primosomal protein DnaI
DPMLECDI_00052	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
DPMLECDI_00053	CDS	1311	der		COG1160	GTPase Der
DPMLECDI_00054	CDS	345				hypothetical protein
DPMLECDI_00055	CDS	351				hypothetical protein
DPMLECDI_00056	CDS	852				hypothetical protein
DPMLECDI_00057	CDS	576				hypothetical protein
DPMLECDI_00058	CDS	288				hypothetical protein
DPMLECDI_00059	CDS	2514	secA_1		COG0653	Protein translocase subunit SecA
DPMLECDI_00060	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
DPMLECDI_00061	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DPMLECDI_00062	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DPMLECDI_00063	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
DPMLECDI_00064	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
DPMLECDI_00065	CDS	981	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DPMLECDI_00066	CDS	228				hypothetical protein
DPMLECDI_00067	CDS	2916	nanA_1	3.2.1.18	COG4409	Sialidase A
DPMLECDI_00068	CDS	96				hypothetical protein
DPMLECDI_00069	CDS	453				hypothetical protein
DPMLECDI_00070	CDS	1338				hypothetical protein
DPMLECDI_00071	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
DPMLECDI_00072	CDS	834	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
DPMLECDI_00073	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
DPMLECDI_00074	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
DPMLECDI_00075	CDS	699	nanE_1	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
DPMLECDI_00076	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
DPMLECDI_00077	CDS	1329				hypothetical protein
DPMLECDI_00078	CDS	888	lacF_1			Lactose transport system permease protein LacF
DPMLECDI_00079	CDS	840	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
DPMLECDI_00080	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
DPMLECDI_00081	CDS	345				hypothetical protein
DPMLECDI_00082	CDS	645				hypothetical protein
DPMLECDI_00083	CDS	918	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
DPMLECDI_00084	CDS	885	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
DPMLECDI_00085	CDS	852	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
DPMLECDI_00086	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
DPMLECDI_00087	CDS	597	recR		COG0353	Recombination protein RecR
DPMLECDI_00088	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
DPMLECDI_00089	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DPMLECDI_00090	CDS	612				hypothetical protein
DPMLECDI_00091	CDS	705				hypothetical protein
DPMLECDI_00092	CDS	1374	ftsA		COG0849	Cell division protein FtsA
DPMLECDI_00093	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
DPMLECDI_00094	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
DPMLECDI_00095	CDS	540	sepF		COG1799	Cell division protein SepF
DPMLECDI_00096	CDS	264				hypothetical protein
DPMLECDI_00097	CDS	786				hypothetical protein
DPMLECDI_00098	CDS	789	divIVA		COG3599	Cell division protein DivIVA
DPMLECDI_00099	CDS	2793	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
DPMLECDI_00100	CDS	381				hypothetical protein
DPMLECDI_00101	CDS	189				hypothetical protein
DPMLECDI_00102	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DPMLECDI_00103	CDS	2412				hypothetical protein
DPMLECDI_00104	CDS	702			COG1136	putative ABC transporter ATP-binding protein
DPMLECDI_00105	CDS	2709				hypothetical protein
DPMLECDI_00106	CDS	492	tpx	1.11.1.15	COG2077	Thiol peroxidase
DPMLECDI_00107	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
DPMLECDI_00108	CDS	849	mntB			Manganese transport system membrane protein MntB
DPMLECDI_00109	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
DPMLECDI_00110	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
