locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLPHCGGN_00001	CDS	429				hypothetical protein
OLPHCGGN_00002	CDS	234				hypothetical protein
OLPHCGGN_00003	CDS	483	greA			Transcription elongation factor GreA
OLPHCGGN_00004	CDS	1656	mltG	4.2.2.-		Endolytic murein transglycosylase
OLPHCGGN_00005	CDS	495				hypothetical protein
OLPHCGGN_00006	CDS	465				hypothetical protein
OLPHCGGN_00007	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
OLPHCGGN_00008	CDS	618				hypothetical protein
OLPHCGGN_00009	CDS	3099	rapA	3.6.4.-		RNA polymerase-associated protein RapA
OLPHCGGN_00010	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
OLPHCGGN_00011	CDS	1095	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
OLPHCGGN_00012	CDS	153	lmrA_1	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
OLPHCGGN_00013	CDS	447	lmrA_2	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
OLPHCGGN_00014	CDS	936	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
OLPHCGGN_00015	CDS	1959	sarA_1		COG4166	Oligopeptide-binding protein SarA
OLPHCGGN_00016	CDS	1623	murJ		COG2244	Lipid II flippase MurJ
OLPHCGGN_00017	CDS	1446	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
OLPHCGGN_00018	CDS	195				hypothetical protein
OLPHCGGN_00019	CDS	504				hypothetical protein
OLPHCGGN_00020	CDS	513				hypothetical protein
OLPHCGGN_00021	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
OLPHCGGN_00022	CDS	300				hypothetical protein
OLPHCGGN_00023	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
OLPHCGGN_00024	CDS	360	yugI		COG1098	General stress protein 13
OLPHCGGN_00025	CDS	1401				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
OLPHCGGN_00026	CDS	240	rpsR		COG0238	30S ribosomal protein S18
OLPHCGGN_00027	CDS	471	ssb_1		COG0629	Single-stranded DNA-binding protein
OLPHCGGN_00028	CDS	291	rpsF		COG0360	30S ribosomal protein S6
OLPHCGGN_00029	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
OLPHCGGN_00030	CDS	366				hypothetical protein
OLPHCGGN_00031	CDS	1188	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
OLPHCGGN_00032	CDS	432				hypothetical protein
OLPHCGGN_00033	CDS	549				hypothetical protein
OLPHCGGN_00034	CDS	5277				hypothetical protein
OLPHCGGN_00035	CDS	891				Putative trans-acting regulator
OLPHCGGN_00036	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
OLPHCGGN_00037	CDS	165				hypothetical protein
OLPHCGGN_00038	CDS	1596				hypothetical protein
OLPHCGGN_00039	CDS	411	def_1	3.5.1.88	COG0242	Peptide deformylase
OLPHCGGN_00040	CDS	792	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OLPHCGGN_00041	CDS	2697		7.2.2.10		Calcium-transporting ATPase 1
OLPHCGGN_00042	CDS	1185	fieF			Ferrous-iron efflux pump FieF
OLPHCGGN_00043	CDS	1872	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
OLPHCGGN_00044	CDS	1185	cca	2.7.7.72		CCA-adding enzyme
OLPHCGGN_00045	CDS	768	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OLPHCGGN_00046	CDS	849			COG1307	DegV domain-containing protein
OLPHCGGN_00047	CDS	375				hypothetical protein
OLPHCGGN_00048	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OLPHCGGN_00049	CDS	780				hypothetical protein
OLPHCGGN_00050	CDS	858	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
OLPHCGGN_00051	CDS	969	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
OLPHCGGN_00052	CDS	912	whiA		COG1481	putative cell division protein WhiA
OLPHCGGN_00053	CDS	978			COG0391	Putative gluconeogenesis factor
OLPHCGGN_00054	CDS	891	yvcJ		COG1660	Nucleotide-binding protein YvcJ
OLPHCGGN_00055	CDS	381	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OLPHCGGN_00056	CDS	588	engB		COG0218	putative GTP-binding protein EngB
OLPHCGGN_00057	CDS	1233	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
OLPHCGGN_00058	CDS	171				hypothetical protein
OLPHCGGN_00059	CDS	507	dhfR	1.5.1.3	COG0262	Dihydrofolate reductase
OLPHCGGN_00060	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OLPHCGGN_00061	CDS	1473				hypothetical protein
OLPHCGGN_00062	CDS	759	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OLPHCGGN_00063	CDS	678	dnaD		COG3935	DNA replication protein DnaD
OLPHCGGN_00064	CDS	945	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
OLPHCGGN_00065	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OLPHCGGN_00066	CDS	759	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OLPHCGGN_00067	CDS	1131	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OLPHCGGN_00068	tRNA	88				tRNA-Leu(aag)
OLPHCGGN_00069	CDS	576				hypothetical protein
OLPHCGGN_00070	CDS	789	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
OLPHCGGN_00071	CDS	1575	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
OLPHCGGN_00072	CDS	1227	yhjX			putative MFS-type transporter YhjX
OLPHCGGN_00073	CDS	1317	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
OLPHCGGN_00074	CDS	1344	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
OLPHCGGN_00075	CDS	783	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
OLPHCGGN_00076	CDS	1083	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
OLPHCGGN_00077	CDS	834				IS3 family transposase ISSpn11
OLPHCGGN_00078	CDS	168				hypothetical protein
OLPHCGGN_00079	CDS	270				hypothetical protein
