locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCEPEND_00001	CDS	303	lytA_1	3.5.1.28		Autolysin
JBCEPEND_00002	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
JBCEPEND_00003	CDS	456				hypothetical protein
JBCEPEND_00004	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JBCEPEND_00005	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
JBCEPEND_00006	CDS	234				hypothetical protein
JBCEPEND_00007	CDS	108				hypothetical protein
JBCEPEND_00008	CDS	153				hypothetical protein
JBCEPEND_00009	CDS	186				hypothetical protein
JBCEPEND_00010	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JBCEPEND_00011	CDS	438				hypothetical protein
JBCEPEND_00012	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JBCEPEND_00013	CDS	387				ISL3 family transposase ISSth1
JBCEPEND_00014	CDS	930				hypothetical protein
JBCEPEND_00015	CDS	555				hypothetical protein
JBCEPEND_00016	CDS	525	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
JBCEPEND_00017	CDS	954				hypothetical protein
JBCEPEND_00018	CDS	1617	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JBCEPEND_00019	CDS	255				hypothetical protein
JBCEPEND_00020	CDS	411				hypothetical protein
JBCEPEND_00021	CDS	750	btrD	3.5.1.112		2'-N-acetylparomamine deacetylase
JBCEPEND_00022	CDS	1173	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JBCEPEND_00023	CDS	864				hypothetical protein
JBCEPEND_00024	CDS	201				hypothetical protein
JBCEPEND_00025	CDS	666				hypothetical protein
JBCEPEND_00026	CDS	1227				hypothetical protein
JBCEPEND_00027	CDS	657				hypothetical protein
JBCEPEND_00028	CDS	210				hypothetical protein
JBCEPEND_00029	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
JBCEPEND_00030	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
JBCEPEND_00031	CDS	1374	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
JBCEPEND_00032	CDS	1062	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
JBCEPEND_00033	CDS	693	metP		COG2011	Methionine import system permease protein MetP
JBCEPEND_00034	CDS	570				hypothetical protein
JBCEPEND_00035	CDS	615				hypothetical protein
JBCEPEND_00036	CDS	1683				hypothetical protein
JBCEPEND_00037	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
JBCEPEND_00038	CDS	534				hypothetical protein
JBCEPEND_00039	CDS	471			COG1780	Putative NrdI-like protein
JBCEPEND_00040	CDS	1263				hypothetical protein
JBCEPEND_00041	CDS	459				hypothetical protein
JBCEPEND_00042	CDS	441			COG3279	putative HTH-type transcriptional regulator
JBCEPEND_00043	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
JBCEPEND_00044	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JBCEPEND_00045	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
JBCEPEND_00046	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
JBCEPEND_00047	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
JBCEPEND_00048	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
JBCEPEND_00049	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
JBCEPEND_00050	CDS	678				hypothetical protein
JBCEPEND_00051	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
JBCEPEND_00052	CDS	684				hypothetical protein
JBCEPEND_00053	CDS	945				hypothetical protein
JBCEPEND_00054	CDS	2832	uvrA			UvrABC system protein A
JBCEPEND_00055	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JBCEPEND_00056	CDS	399	spxA_1		COG1393	Regulatory protein Spx
JBCEPEND_00057	CDS	570				hypothetical protein
JBCEPEND_00058	CDS	267				hypothetical protein
JBCEPEND_00059	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
JBCEPEND_00060	CDS	306				hypothetical protein
JBCEPEND_00061	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
JBCEPEND_00062	CDS	456				hypothetical protein
JBCEPEND_00063	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
JBCEPEND_00064	CDS	144				hypothetical protein
JBCEPEND_00065	CDS	1539				hypothetical protein
JBCEPEND_00066	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
JBCEPEND_00067	CDS	507				hypothetical protein
JBCEPEND_00068	CDS	591				hypothetical protein
JBCEPEND_00069	CDS	618	udk_1	2.7.1.48		Uridine kinase
JBCEPEND_00070	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
JBCEPEND_00071	CDS	627	rplC		COG0087	50S ribosomal protein L3
JBCEPEND_00072	CDS	624	rplD		COG0088	50S ribosomal protein L4
JBCEPEND_00073	CDS	297	rplW			50S ribosomal protein L23
JBCEPEND_00074	CDS	834	rplB		COG0090	50S ribosomal protein L2
JBCEPEND_00075	CDS	282	rpsS		COG0185	30S ribosomal protein S19
JBCEPEND_00076	CDS	345	rplV		COG0091	50S ribosomal protein L22
JBCEPEND_00077	CDS	654	rpsC		COG0092	30S ribosomal protein S3
JBCEPEND_00078	CDS	414	rplP		COG0197	50S ribosomal protein L16
JBCEPEND_00079	CDS	207	rpmC		COG0255	50S ribosomal protein L29
JBCEPEND_00080	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
JBCEPEND_00081	CDS	369	rplN		COG0093	50S ribosomal protein L14
JBCEPEND_00082	CDS	306	rplX		COG0198	50S ribosomal protein L24
JBCEPEND_00083	CDS	543	rplE		COG0094	50S ribosomal protein L5
JBCEPEND_00084	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
JBCEPEND_00085	CDS	399	rpsH			30S ribosomal protein S8
JBCEPEND_00086	CDS	537	rplF		COG0097	50S ribosomal protein L6
JBCEPEND_00087	CDS	357	rplR		COG0256	50S ribosomal protein L18
JBCEPEND_00088	CDS	495	rpsE			30S ribosomal protein S5
JBCEPEND_00089	CDS	183	rpmD		COG1841	50S ribosomal protein L30
JBCEPEND_00090	CDS	441	rplO			50S ribosomal protein L15
JBCEPEND_00091	CDS	1311	secY_1			Protein translocase subunit SecY
JBCEPEND_00092	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
JBCEPEND_00093	CDS	219	infA		COG0361	Translation initiation factor IF-1
JBCEPEND_00094	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
JBCEPEND_00095	CDS	366	rpsM		COG0099	30S ribosomal protein S13
JBCEPEND_00096	CDS	384	rpsK			30S ribosomal protein S11
JBCEPEND_00097	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
JBCEPEND_00098	CDS	387	rplQ		COG0203	50S ribosomal protein L17
JBCEPEND_00099	CDS	267				hypothetical protein
JBCEPEND_00100	CDS	1338				hypothetical protein
JBCEPEND_00101	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JBCEPEND_00102	CDS	1023				hypothetical protein
JBCEPEND_00103	CDS	345				hypothetical protein
JBCEPEND_00104	CDS	951	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
JBCEPEND_00105	CDS	129				hypothetical protein
JBCEPEND_00106	CDS	450				hypothetical protein
JBCEPEND_00107	CDS	195				hypothetical protein
JBCEPEND_00108	CDS	102				hypothetical protein
JBCEPEND_00109	CDS	777	hpdA	1.97.1.-	COG1180	4-hydroxyphenylacetate decarboxylase activating enzyme
JBCEPEND_00110	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
JBCEPEND_00111	CDS	981	sorC_1		COG2390	Sorbitol operon regulator
JBCEPEND_00112	CDS	321	licA_1		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
JBCEPEND_00113	CDS	309	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
JBCEPEND_00114	CDS	1299	licC_1		COG1455	Lichenan permease IIC component
JBCEPEND_00115	CDS	2439	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
JBCEPEND_00116	CDS	669	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
JBCEPEND_00117	CDS	1089	gldA	1.1.1.6		Glycerol dehydrogenase
JBCEPEND_00118	CDS	2502	leuS	6.1.1.4		Leucine--tRNA ligase
JBCEPEND_00119	CDS	843				hypothetical protein
JBCEPEND_00120	CDS	696				hypothetical protein
JBCEPEND_00121	CDS	417				hypothetical protein
JBCEPEND_00122	CDS	972	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
JBCEPEND_00123	CDS	108				hypothetical protein
JBCEPEND_00124	CDS	426				hypothetical protein
